"TID","Comment","EN","JP","KR","FR","DE"
"TID_HINT_VALLEY_11",,"Complete science ship tasks to advance Valley Research Projects.","科学船のタスクを完了して、エバーバレーの開発プロジェクトを進めましょう。","과학선 작업을 완료해서 에버밸리 연구 프로젝트를 발전시키세요.","Finissez les tâches des navires scientifiques pour faire progresser les projets de recherche de la vallée.","Schließe Forschungs-Frachtaufträge ab, um Forschungsprojekte im Tal voranzubringen."
"TID_HINT_VALLEY_12",,"Make progress on Reputation Road to claim more privileges and daily chests.","評判ロードを前進して、さらなる特典と日替わり宝箱を手に入れましょう。","명성 로드를 진행해 더 많은 특전과 일일 상자를 획득하세요.","Plus vous améliorez votre réputation, plus vous recevez de privilèges et de coffres quotidiens.","Mache Fortschritt auf dem Rufpfad, um mehr Privilegien und tägliche Truhen zu erhalten."
"TID_HINT_VALLEY_13",,"Try assigning villagers to long tasks like harvesting wheat when you know you can't check in for a while.","しばらく村にアクセスできないと分かっている時は、小麦の収穫などの時間がかかる作業に村人を割り当てるようにしましょう。","잠시 자리를 비울 땐 수확 등 시간이 오래 걸리는 작업을 마을 주민에게 배정하세요.","Si vous savez que vous n'allez pas pouvoir vous connecter au jeu pendant un moment, demandez à vos villageois d'effectuer de longues tâches, comme récolter du blé.","Weise Dorfbewohnern länger dauernde Aufgaben wie Weizenernten vorwiegend dann zu, wenn du weißt, dass du eine Weile nicht ins Spiel schauen wirst."
"TID_HINT_VALLEY_14",,"Complete ship tasks to improve your trade relations and to unlock trade bonuses.","船のタスクを完了すれば、貿易ネットワークを深めて貿易ボーナスをアンロックできます。","선박 작업을 완료해 무역 관계를 개선하고 무역 보너스를 잠금 해제하세요.","Terminez des tâches de navire pour améliorer les relations commerciales et débloquer des bonus de commerce.","Schließe Frachtaufträge ab, um deine Handelsbeziehungen zu verbessern und Handelsboni freizuschalten."
"TID_HINT_VALLEY_15",,"Elders can change current trade partners at the Harbor.","長老は港で貿易相手を変更できます。","장로는 항구에서 현재 무역 파트너를 변경할 수 있습니다.","Les anciens peuvent changer de partenaires commerciaux au port.","Älteste können aktuelle Handelspartner am Hafen wechseln."
"TID_HINT_VALLEY_16",,"Any player can call a ship to the Grand Dock.","プレミア桟橋には、誰でも船を呼び寄せることができます。","프리미엄 부두에서는 모든 플레이어가 선박을 부를 수 있습니다.","N'importe quel joueur peut appeler un navire au grand quai.","Jeder Spieler kann ein Schiff an das Große Dock rufen."
"TID_HINT_VALLEY_17",,"There´s no limit to how many times you can earn an Everchest!","エバー宝箱は何回でも獲得できます！","에버데일 상자는 횟수 제한 없이 획득할 수 있습니다!","Vous pouvez obtenir autant de coffres magiques que vous voulez. Il n'y a aucune limite !","Es gibt kein Limit dafür, wie oft du eine Evertruhe verdienen kannst!"
"TID_HINT_VALLEY_18",,"Unlock trade relations at the Great Library.","中央図書館で貿易ネットワークをアンロックしましょう。","대도서관에서 무역 관계를 잠금 해제하세요.","Débloquez les relations commerciales dans la grande bibliothèque.","Schalte Handelsbeziehungen in der Großen Bibliothek frei."
"TID_HINT_VALLEY_19",,"Each trade partner has a Trade Relation Road where you can unlock nifty upgrades!","各貿易相手には貿易ネットワークロードがあり、様々なアップグレードを行うことができます！","각 무역 파트너에게는 무역로가 있어 유용한 업그레이드를 잠금 해제할 수 있습니다!","À chaque partenaire commercial est associée une progression de relation commerciale, où vous pourrez débloquer des améliorations.","Jeder Handelspartner hat einen Handelspfad, auf dem du nette Upgrades freischalten kannst!"
"TID_HINT_VALLEY_20",,"Unlock new trade partners by completing their intro events.","貿易相手のイントロイベントをクリアすると、その相手との貿易ルートが開通します！","인트로 이벤트를 완료해 새로운 무역 파트너를 잠금 해제하세요.","Débloquez de nouveaux partenaires commerciaux en terminant les événements d'introduction.","Schalte neue Handelspartner frei, indem du ihre Introereignisse freischaltest."
"TID_HINT_VALLEY_21",,"Each trade partner has preferred goods that yield better rewards!","各貿易相手には優先アイテムがあり、納品すると通常よりも豪華な報酬を与えてくれます！","각 무역 파트너마다 선호하는 상품이 있으며, 이를 통해 더 나은 보상을 받을 수 있습니다!","Chaque partenaire commercial a ses produits préférés, grâce auxquels vous pouvez gagner de meilleures récompenses.","Jeder Handelspartner hat Lieblingsgüter, die bessere Belohnungen einbringen!"
"TID_HINT_VALLEY_22",,"Unlock a trading partner's Research Share to acquire new items at the Village Study!","貿易相手によっては、開発トレードをアンロックすると、新しい開発を行えるようになります！","특정 무역 파트너의 새로운 연구 기술을 습득하려면 연구 교환을 잠금 해제해야 합니다!","Pour acquérir les technologies de certains partenaires commerciaux, vous devrez d'abord débloquer l'échange de recherches.","Bei manchen Handelspartnern musst du den Forschungstausch freischalten, um neue Arbeitszimmer-Technologien zu bekommen!"
"TID_HINT_VALLEY_23",,"Need potion ingredients? Trade with Otto or the Summery Woods!","ポーションの材料が欲しい時は、オットーや常夏の森とトレードしましょう！","물약 재료가 필요한가요? 오토나 서머리 우즈와 거래하세요!","Vous avez besoin d'ingrédients pour les potions ? Faites du commerce avec Otto ou le Bois Ensoleillé.","Brauchst du Trankzutaten? Handle mit Otto oder dem Sommerwald!"
"TID_HINT_VALLEY_24",,"Oleg and the Iceberg Isles love trading ore for Everdalian fish products.","氷の島のオレグは、エバーデールの魚製品が大好きです。たくさんあげて、鉄鉱石をもらいましょう！","올렉과 아이스버그 제도는 에버데일의 생선 제품을 좋아합니다. 함께 거래하면 광석을 얻을 수 있어요.","Oleg et les Îles glacières raffolent des produits poissonniers ! Ils vous donneront du minerai en échange.","Oleg und die Eisberginseln lieben es, Erze gegen Fischprodukte aus Everdale einzutauschen."
"TID_TUTORIAL_WELCOME",,"Welcome to your village! Let's get crackin'!","村にようこそ！さっそく始めましょう！","마을에 오신 걸 환영합니다! 시작해 보죠!","Bienvenue dans votre village ! Au boulot !","Willkommen in deinem Dorf! Lass uns loslegen!"
"TID_EVENT_BUILDING_CONSTRUCTION_DONE",,"Construction completed: <name>","建設完了：<name>","<name>: 건설 완료","Construction terminée : <name>","Bau abgeschlossen: <name>"
"TID_EVENT_BUILDING_UPGRADE_DONE",,"<name> upgraded to level <level>","<name>がレベル<level>にアップグレードされました！","<level>레벨로 <name> 업그레이드 완료!","<name> : amélioration au niveau <level> terminée","<name> auf Level <level> verbessert"
"TID_EVENT_BUILDING_MOVE_DONE",,"<name> move complete","<name>の移動が完了しました","<name>: 이동 완료","<name> : déplacement terminé","<name> verschoben"
"TID_EVENT_OBSTACLE_HARVESTED",,"Job at <name> completed","<name>での作業が完了しました","<name> 작업 완료","<name> : travail terminé","Aufgabe in <name> abgeschlossen"
"TID_DONATION_RECEIVED",,"x<COUNT> <RESOURCE> from <SENDER>","<SENDER>から<RESOURCE>x<COUNT>を受け取りました","<SENDER>: <RESOURCE> x<COUNT> 보냄","<RESOURCE> x<COUNT> de chez <SENDER>","x<COUNT> <RESOURCE> von <SENDER>"
"TID_DONATION_RECEIVED_HUD",,"Received <RESOURCE> from <SENDER>","<SENDER>から<RESOURCE>を受け取りました","<RESOURCE> 받음 (보낸 사람: <SENDER>)","Ressources (<RESOURCE>) envoyées par <SENDER>","<RESOURCE> von <SENDER> erhalten"
"TID_CHALLENGE_WON",,"Event won!","イベントクリア！","이벤트 성공!","Événement gagné !","Ereignis gewonnen!"
"TID_CHALLENGE_LOST",,"Event lost!","クリア失敗！","이벤트 실패!","Événement perdu","Ereignis verloren!"
"TID_CHALLENGE_TRADE_PARTNER_REWARD_TEXT",,"<PARTNER> Unlocked","<PARTNER>をアンロック","<PARTNER> 잠금 해제 완료","Partenaire débloqué : <PARTNER>","<PARTNER> freigeschaltet"
"TID_EVENT_CHALLENGE_WON",,"Event won","イベントクリア","이벤트 성공","Événement gagné","Ereignis gewonnen"
"TID_EVENT_CHALLENGE_LOST",,"Event lost","クリア失敗","이벤트 실패","Événement perdu","Ereignis verloren"
"TID_EVENT_TOOL_CREATED_TITLE",,"Potion created","ポーション完成","물약 제조","Potion créée","Trank hergestellt"
"TID_EVENT_TOOL_CREATED",,"<name> created!","<name>が生成されました！","<name> 제조 완료!","<name> : création réussie !","<name> hergestellt!"
"TID_EVENT_TRADER_ARRIVED_TITLE",,"Otto has arrived!","オットーが到着しました！","오토 도착!","Otto est arrivé !","Otto ist angekommen!"
"TID_EVENT_TRADER_ARRIVED",,"<name> has new tasks!","<name>に新しいタスクがあります！","<name>에 새로운 작업!","<name> a de nouvelles tâches !","<name> hat neue Aufgaben!"
"TID_BOOST_ACTIVATED",,"Villager speed boost activated!","村人のスピードブーストが有効化されました！","마을 주민 속도 부스터 활성화!","Boost de vitesse des villageois activé","Tempo-Boost für Dorfbewohner aktiviert!"
"TID_EVENT_BOOST_DEACTIVATED",,"Boost deactivated","ブーストが無効化されました","부스터 비활성화!","Boost désactivé","Boost deaktiviert"
"TID_BOOST_TIME_REMAINING_TITLE",,"<TIME>","<TIME>","<TIME>","<TIME>","<TIME>"
"TID_BOOST_TIME_PAUSED",,"Boost paused","ブーストが停止されました","부스터 일시 정지","Boost en pause","Boost pausiert"
"TID_LEVEL_UP",,"Level Up","レベルアップ","레벨 업","Améliorer","Hochleveln"
"TID_GIVE_NAME_TITLE",,"My name is...","あなたの名前は...","내 이름","Je m'appelle...","Ich heiße ..."
"TID_NAME_INSTRUCTIONS",,"Pick a name for yourself. Other players will be able to see your name!","自分の名前を選びましょう。あなたの名前は他のプレイヤーにも表示されます！","이름을 선택하세요. 다른 플레이어가 이름을 볼 수 있습니다.","Choisissez le nom sous lequel les autres joueurs pourront vous voir.","Such dir einen Namen aus. Dieser ist für andere Spieler sichtbar!"
"TID_NAME_TOO_SHORT",,"Name is too short!","名前が短すぎます！","이름이 너무 짧습니다!","Le nom est trop court.","Name zu kurz!"
"TID_INVALID_NAME",,"Invalid name! Please try another one.","名前が無効です！別の名前を選んでください。","유효하지 않은 이름입니다. 다른 이름을 시도하세요.","Ce nom n'est pas valide. Veuillez en essayer un autre.","Ungültiger Name! Bitte versuche einen anderen."
"TID_NAME_ALREADY_CHANGED",,"Name already changed!","名前はすでに変更されました！","이미 이름을 변경했습니다!","Vous avez déjà changé de nom.","Name bereits geändert!"
"TID_PRODUCTION_HUD_FULL",,"FULL","いっぱいです","가득 찼습니다!","Plein","VOLL"
"TID_PRODUCTION_HUD_PROBLEM",,"OH NO!","おや？","이런!","Oh, non !","OH NEIN!"
"TID_PRODUCTION_HUD_IDLE",,"...","...","...","...","..."
"TID_INFO_RESOURCE_CAPACITY",,"<resource> capacity:","<resource>収容量：","<resource> 보관량:","Capacité en <resource> :","<resource>-Kapazität:"
"TID_INFO_WORKERS",,"Villagers: <count> / <max>","村人：<count> / <max>","마을 주민: <count> / <max>","Villageois : <count>/<max>","Dorfbewohner: <count>/<max>"
"TID_INFO_MAX_WORKERS",,"Max villagers:","村人の最大人数：","마을 주민 최대 인원:","Maximum de villageois :","Max. Dorfbewohner:"
"TID_INFO_XP_POINTS",,"Village XP value:","村の経験値：","마을 XP","EXP de village :","Dorf-EP-Wert:"
"TID_INFO_REQUIRED_CASTLE_LEVEL_UPGRADE",,"Required Great Library level for upgrade:","アップグレードに必要な中央図書館のレベル：","업그레이드에 필요한 대도서관 레벨:","Niveau de grande bibliothèque requis pour l'amélioration :","Für Verbesserung benötigtes Level von Großer Bibliothek:"
"TID_INFO_REQUIRED_CASTLE_LEVEL_CONSTRUCTION",,"Required Great Library level for construction:","建設に必要な中央図書館のレベル：","건설에 필요한 대도서관 레벨:","Niveau de grande bibliothèque requis pour la construction :","Für Bauen benötigtes Level von Großer Bibliothek:"
"TID_INFO_MAX_VILLAGES",,"Max villages in the Valley:","エバーバレーの村の最大数：","에버밸리 마을 주민 최대 인원:","Maximum de villages dans la vallée :","Max. Dörfer im Tal:"
