"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge","RewardTradePartner","PreventTaskGemming","NoTaskFiltering","EvenTaskRequirementDistribution","FixedVillageLevelForTasks","Pool","OnCompletionStartChallenges","RewardIcons","RewardIconTooltips"
"Challenge018_ExoticHoney","TID_CHALLENGE018_EXOTICHONEY_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteRiver3",,1209600,5,,"NationCannery",1,,,,1,"TID_CHALLENGE018_EXOTICHONEY_INTRO","prefab/valley_event_exotic_honey.pfb#stage1","sc/ui.sc","sticker_librarian_wave",86400,"bg_image_valley_event_exotic_honey","TID_CHALLENGE018_EXOTICHONEY_STAGE1","prefab/valley_event_exotic_honey.pfb#stage1","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_exotic_honey",,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_01","bg_image_village_library","Researcher","Science",54,,,,,"TID_CHALLENGE018_EXOTICHONEY_WIN","prefab/valley_event_exotic_honey.pfb#stage4","sc/ui.sc","sticker_librarian_celebrate","bg_image_valley_event_exotic_honey","TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE1","prefab/valley_event_exotic_honey.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_exotic_honey",86400,,,800,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_02","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_03","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_04","bg_image_village_library","Researcher","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_05","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_06","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_07","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_08","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_09","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_10","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_11","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE018_EXOTICHONEY_STAGE1_JOB_12","bg_image_village_library","Researcher","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_STAGE2","prefab/valley_event_exotic_honey.pfb#stage2","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_exotic_honey",30,100,100,60,100,100,100,"Clay","Pottery",,,,,,,,,,,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE2","prefab/valley_event_exotic_honey.pfb#stage2","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_exotic_honey",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_STAGE3","prefab/valley_event_exotic_honey.pfb#stage3","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_exotic_honey",,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_01","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,"TID_CHALLENGE018_EXOTICHONEY_LOSE_STAGE3","prefab/valley_event_exotic_honey.pfb#stage3","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_exotic_honey",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_02","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_03","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_04","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_05","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_07","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_08","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_09","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_11","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_12","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_13","bg_image_village_resource_clay","Claydigger","Honey",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE018_EXOTICHONEY_STAGE3_JOB_15","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge019_FoodFight","TID_CHALLENGE019_FOODFIGHT_TITLE","Baker","ChallengeCart",100,"Academy",,,"ChallengeSiteBakery",,259200,5,,"NationCannery",1,,,,1,"TID_CHALLENGE019_FOODFIGHT_INTRO","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_wave",86400,"bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_STAGE1","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",48,100,100,30,100,100,100,"FoodCrafted","FoodRawMaterial","FoodVillageCraft",,,,,,,,,,,"TID_CHALLENGE019_FOODFIGHT_WIN","prefab/valley_event_food_fight.pfb#stage4","sc/ui.sc","sticker_baker_celebrate","bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE1","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",86400,"NoHunger",86400,,,,,,,"Calendar",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE2","prefab/valley_event_food_fight.pfb#stage2","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_01","bg_image_valley_background",,"Coins",252,,,19,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE2","prefab/valley_event_food_fight.pfb#stage2","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_02","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_03","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_04","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_05","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_06","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_07","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_08","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_09","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_10","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_11","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_12","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_13","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_14","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_15","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE3","prefab/valley_event_food_fight.pfb#stage3","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_01","bg_image_valley_background",,"Coins",378,,,28,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE3","prefab/valley_event_food_fight.pfb#stage3","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_02","bg_image_valley_background",,"Coins",315,,,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_03","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_04","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_05","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_06","bg_image_valley_background",,"Coins",441,,,33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_07","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_08","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_09","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_10","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_11","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_12","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_13","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_14","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_15","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge020_HotAirBalloon","TID_CHALLENGE020_HOTAIRBALLOON_TITLE","Builder","ChallengeCart",100,"Academy",,,"ChallengeSiteDesert1",,1209600,6,,"NationTailor",3,,,,1,"TID_CHALLENGE020_HOTAIRBALLOON_INTRO","prefab/valley_event_hot_air_balloon.pfb#stage1","sc/ui.sc","sticker_builder_wave",86400,"bg_image_valley_event_hot_airballoon","TID_CHALLENGE020_HOTAIRBALLOON_STAGE1","prefab/valley_event_hot_air_balloon.pfb#stage1","sc/ui.sc","sticker_builder_working",86400,"bg_image_valley_event_hot_airballoon",,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",504,,,38,,"TID_CHALLENGE020_HOTAIRBALLOON_WIN","prefab/valley_event_hot_air_balloon.pfb#stage4","sc/ui.sc","sticker_builder_celebrate","bg_image_valley_event_hot_airballoon","TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE1","prefab/valley_event_hot_air_balloon.pfb#stage1","sc/ui.sc","sticker_builder_thankyou","bg_image_valley_event_hot_airballoon",86400,,,1000,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_06","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_08","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE2","prefab/valley_event_hot_air_balloon.pfb#stage2","sc/ui.sc","sticker_builder_working",86400,"bg_image_valley_event_hot_airballoon",30,100,100,80,100,100,100,"ConstructionAny","ClothesProdArea","ClothesCrafted",,,,,,,,,,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE2","prefab/valley_event_hot_air_balloon.pfb#stage2","sc/ui.sc","sticker_builder_thankyou","bg_image_valley_event_hot_airballoon",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3","prefab/valley_event_hot_air_balloon.pfb#stage3","sc/ui.sc","sticker_builder_working",86400,"bg_image_valley_event_hot_airballoon",,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,"TID_CHALLENGE020_HOTAIRBALLOON_LOSE_STAGE3","prefab/valley_event_hot_air_balloon.pfb#stage3","sc/ui.sc","sticker_builder_thankyou","bg_image_valley_event_hot_airballoon",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",882,,,66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_04","bg_image_valley_construction","Builder","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_11","bg_image_valley_construction","Builder","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_12","bg_image_village_resource_clay","Claydigger","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_13","bg_image_village_resource_clay","Claydigger","Coins",315,,,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE020_HOTAIRBALLOON_STAGE3_JOB_15","bg_image_valley_construction","Builder","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
